timestamp,source,cve_id,description,model,attack_type,cvss_score,severity,cwe_ids,published,keyword_match,eu_ai_act_risk,success_rate,defense_efficacy,defense_mechanism,defense_mature,new_technique,threat_score,atlas_id,name,tactic,record_type,owasp_id
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30247,"WeKnora is an LLM-powered framework designed for deep document understanding and semantic retrieval. Prior to version 0.2.12, the application's ""Import document via URL"" feature is vulnerable to Server-Side Request Forgery (SSRF) through HTTP redirects. While the backend implements comprehensive URL validation (blocking private IPs, loopback addresses, reserved hostnames, and cloud metadata endpoints), it fails to validate redirect targets. An attacker can bypass all protections by using a redir",generic,other,5.9,MEDIUM,"[""CWE-918""]",2026-03-07T04:15:54.560,LLM,minimal,0.0,0.0,unknown,False,False,41.7,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30855,"WeKnora is an LLM-powered framework designed for deep document understanding and semantic retrieval. Prior to version 0.3.2, an authorization bypass in tenant management endpoints of WeKnora application allows any authenticated user to read, modify, or delete any tenant by ID. Since account registration is open to the public, this vulnerability allows any unauthenticated attacker to register an account and subsequently exploit the system. This enables cross-tenant account takeover and destructio",generic,other,8.8,HIGH,"[""CWE-284""]",2026-03-07T17:15:53.053,LLM,minimal,0.0,0.0,unknown,False,False,50.4,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30856,"WeKnora is an LLM-powered framework designed for deep document understanding and semantic retrieval. Prior to version 0.3.0,  a vulnerability involving tool name collision and indirect prompt injection allows a malicious remote MCP server to hijack tool execution. By exploiting an ambiguous naming convention in the MCP client (mcp_{service}_{tool}), an attacker can register a malicious tool that overwrites a legitimate one (e.g., tavily_extract). This enables the attacker to redirect LLM executi",generic,prompt_injection,5.9,MEDIUM,"[""CWE-706""]",2026-03-07T17:15:53.210,LLM,high,0.78,0.65,Input sanitization + output filtering,False,False,63.1,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30857,"WeKnora is an LLM-powered framework designed for deep document understanding and semantic retrieval. Prior to version 0.3.0, a cross-tenant authorization bypass in the knowledge base copy endpoint allows any authenticated user to clone (duplicate) another tenant’s knowledge base into their own tenant by knowing/guessing the source knowledge base ID. This enables bulk data exfiltration (document/FAQ content) across tenants. This issue has been patched in version 0.3.0.",generic,data_exfiltration,5.3,MEDIUM,"[""CWE-639""]",2026-03-07T17:15:53.370,LLM,high,0.29,0.6,Differential privacy + output filtering,False,True,47.6,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30858,"WeKnora is an LLM-powered framework designed for deep document understanding and semantic retrieval. Prior to version 0.3.0, a DNS rebinding vulnerability in the web_fetch tool allows an unauthenticated attacker to bypass URL validation and access internal resources on the server, including private IP addresses (e.g., 127.0.0.1, 192.168.x.x). By crafting a malicious domain that resolves to a public IP during validation and subsequently resolves to a private IP during execution, an attacker can a",generic,remote_code_execution,6.5,MEDIUM,"[""CWE-918""]",2026-03-07T17:15:53.523,LLM,high,0.15,0.8,Sandboxing + input validation,True,True,43.0,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30859,"WeKnora is an LLM-powered framework designed for deep document understanding and semantic retrieval. Prior to version 0.2.12, a broken access control vulnerability in the database query tool allows any authenticated tenant to read sensitive data belonging to other tenants, including API keys, model configurations, and private messages. The application fails to enforce tenant isolation on critical tables (models, messages, embeddings), enabling unauthorized cross-tenant data access with user-leve",generic,remote_code_execution,5.3,MEDIUM,"[""CWE-284""]",2026-03-07T17:15:53.673,LLM,high,0.15,0.8,Sandboxing + input validation,True,True,39.4,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30860,"WeKnora is an LLM-powered framework designed for deep document understanding and semantic retrieval. Prior to version 0.2.12, a remote code execution (RCE) vulnerability exists in the application's database query functionality. The validation system fails to recursively inspect child nodes within PostgreSQL array expressions and row expressions, allowing attackers to bypass SQL injection protections. By smuggling dangerous PostgreSQL functions inside these expressions and chaining them with larg",generic,remote_code_execution,9.9,CRITICAL,"[""CWE-89""]",2026-03-07T17:15:53.823,LLM,high,0.15,0.8,Sandboxing + input validation,True,False,53.2,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30861,"WeKnora is an LLM-powered framework designed for deep document understanding and semantic retrieval. From version 0.2.5 to before version 0.2.10, an unauthenticated remote code execution (RCE) vulnerability exists in the MCP stdio configuration validation. The application allows unrestricted user registration, meaning any attacker can create an account and exploit the command injection flaw. Despite implementing a whitelist for allowed commands (npx, uvx) and blacklists for dangerous arguments a",generic,remote_code_execution,9.9,CRITICAL,"[""CWE-78""]",2026-03-07T17:15:53.980,LLM,high,0.15,0.8,Sandboxing + input validation,True,False,53.2,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30820,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to version 3.0.13, Flowise trusts any HTTP client that sets the header x-request-from: internal, allowing an authenticated tenant session to bypass all /api/v1/** authorization checks. With only a browser cookie, a low-privilege tenant can invoke internal administration endpoints (API key management, credential stores, custom function execution, etc.), effectively escalating privilege. This issue has b",generic,other,0.0,UNKNOWN,"[""CWE-863""]",2026-03-07T05:16:26.243,large language model,minimal,0.0,0.0,unknown,False,False,24.0,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30821,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to version 3.0.13, the /api/v1/attachments/:chatflowId/:chatId endpoint is listed in WHITELIST_URLS, allowing unauthenticated access to the file upload API. While the server validates uploads based on the MIME types defined in chatbotConfig.fullFileUpload.allowedUploadFileTypes, it implicitly trusts the client-provided Content-Type header (file.mimetype) without verifying the file's actual content (mag",generic,remote_code_execution,0.0,UNKNOWN,"[""CWE-434""]",2026-03-07T05:16:26.907,large language model,high,0.15,0.8,Sandboxing + input validation,True,True,23.5,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30822,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to version 3.0.13, unauthenticated users can inject arbitrary values into internal database fields when creating leads. This issue has been patched in version 3.0.13.",generic,other,7.7,HIGH,"[""CWE-915""]",2026-03-07T05:16:27.483,large language model,minimal,0.0,0.0,unknown,False,False,47.1,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30823,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to version 3.0.13, there is an IDOR vulnerability, leading to account takeover and enterprise feature bypass via SSO configuration. This issue has been patched in version 3.0.13.",generic,other,8.8,HIGH,"[""CWE-639"", ""CWE-862""]",2026-03-07T06:16:10.007,large language model,minimal,0.0,0.0,unknown,False,False,50.4,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-30824,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to version 3.0.13, the NVIDIA NIM router (/api/v1/nvidia-nim/*) is whitelisted in the global authentication middleware, allowing unauthenticated access to privileged container management and token generation endpoints. This issue has been patched in version 3.0.13.",generic,other,0.0,UNKNOWN,"[""CWE-306""]",2026-03-07T06:16:10.157,large language model,minimal,0.0,0.0,unknown,False,False,24.0,,,,,
2026-03-09T13:10:00.771701+00:00,nvd,CVE-2026-29783,"The shell tool within GitHub Copilot CLI versions prior to and including 0.0.422 can allow arbitrary code execution through crafted bash parameter expansion patterns. An attacker who can influence the commands executed by the agent (e.g., via prompt injection through repository files, MCP server responses, or user instructions) can exploit bash parameter transformation operators to execute hidden commands, bypassing the safety assessment that classifies commands as ""read-only."" This has been pat",generic,prompt_injection,0.0,UNKNOWN,"[""CWE-78""]",2026-03-06T17:16:35.487,prompt injection,high,0.78,0.65,Input sanitization + output filtering,False,True,45.4,,,,,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may search for publicly available research and technical documentation to learn how and where AI is used within a victim organization.
The adversary can use this information to identify targets for attack, or to tailor an existing attack to make it more effective.
Organizations often use open source model architectures trained on additional proprietary data in production.
Knowledge of this underlying architecture allows the adversary to craft more realistic proxy models ({{ create_in",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0000,Search Open Technical Databases,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Many of the publications accepted at premier artificial intelligence conferences and journals come from commercial labs.
Some journals and conferences are open access, others may require paying for access or a membership.
These publications will often describe in detail all aspects of a particular approach for reproducibility.
This information can be used by adversaries to implement the paper.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0000.000,Journals and Conference Proceedings,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Pre-Print repositories, such as arXiv, contain the latest academic research papers that haven't been peer reviewed.
They may contain research notes, or technical reports that aren't typically published in journals or conference proceedings.
Pre-print repositories also serve as a central location to share papers that have been accepted to journals.
Searching pre-print repositories  provide adversaries with a relatively up-to-date view of what researchers in the victim organization are working on.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0000.001,Pre-Print Repositories,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Research labs at academic institutions and company R&D divisions often have blogs that highlight their use of artificial intelligence and its application to the organization's unique problems.
Individual researchers also frequently document their work in blogposts.
An adversary may search for posts made by the target victim organization or its employees.
In comparison to {{ create_internal_link(victim_research_journals) }} and {{ create_internal_link(victim_research_preprint) }} this material wi",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0000.002,Technical Blogs,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Much like the {{ create_internal_link(victim_research) }}, there is often ample research available on the vulnerabilities of common AI models. Once a target has been identified, an adversary will likely try to identify any pre-existing work that has been done for this class of models.
This will include not only reading academic papers that may identify the particulars of a successful attack, but also identifying pre-existing implementations of those attacks. The adversary may obtain {{ create_in",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0001,Search Open AI Vulnerability Analysis,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may search websites owned by the victim for information that can be used during targeting.
Victim-owned websites may contain technical details about their AI-enabled products or services.
Victim-owned websites may contain a variety of details, including names of departments/divisions, physical locations, and data about key employees such as names, roles, and contact info.
These sites may also have details highlighting business operations and relationships.

Adversaries may search vic",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0003,Search Victim-Owned Websites,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may search open application repositories during targeting.
Examples of these include Google Play, the iOS App store, the macOS App Store, and the Microsoft Store.

Adversaries may craft search queries seeking applications that contain AI-enabled components.
Frequently, the next step is to {{ create_internal_link(acquire_ml_artifacts) }}.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0004,Search Application Repositories,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"An adversary may probe or scan the victim system to gather information for targeting. This is distinct from other reconnaissance techniques that do not involve direct interaction with the victim system.

Adversaries may scan for open ports on a potential victim's network, which can indicate specific services or tools the victim is utilizing. This could include a scan for tools related to AI DevOps or AI services themselves such as public AI chat agents (ex: [Copilot Studio Hunter](https://github",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0006,Active Scanning,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may search public sources, including cloud storage, public-facing services, and software or data repositories, to identify AI artifacts.
These AI artifacts may include the software stack used to train and deploy models, training and testing data, model configurations and parameters.
An adversary will be particularly interested in artifacts hosted by or associated with the victim organization as they may represent what that organization uses in a production environment.
Adversaries ma",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0002,Acquire Public AI Artifacts,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may collect public datasets to use in their operations.
Datasets used by the victim organization or datasets that are representative of the data used by the victim organization may be valuable to adversaries.
Datasets can be stored in cloud storage, or on victim-owned websites.
Some datasets require the adversary to {{ create_internal_link(establish_accounts) }} for access.

Acquired datasets help the adversary advance their operations, stage attacks,  and tailor attacks to the victi",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0002.000,Datasets,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may acquire public models to use in their operations.
Adversaries may seek models used by the victim organization or models that are representative of those used by the victim organization.
Representative models may include model architectures, or pre-trained models which define the architecture as well as model parameters from training on a dataset.
The adversary may search public sources for common model architecture configuration file formats such as YAML or Python configuration f",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0002.001,Models,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may search for and obtain software capabilities for use in their operations.
Capabilities may be specific to AI-based attacks {{ create_internal_link(obtain_advml) }} or generic software tools repurposed for malicious intent ({{ create_internal_link(obtain_tool) }}). In both instances, an adversary may modify or customize the capability to aid in targeting a particular AI-enabled system.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0016,Obtain Capabilities,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may search for existing open source implementations of AI attacks. The research community often publishes their code for reproducibility and to further future research. Libraries intended for research purposes, such as CleverHans, the Adversarial Robustness Toolbox, and FoolBox, can be weaponized by an adversary. Adversaries may also obtain and use tools that were not originally designed for adversarial AI attacks as part of their attack.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0016.000,Adversarial AI Attack Implementations,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may search for and obtain software tools to support their operations.
Software designed for legitimate use may be repurposed by an adversary for malicious intent.
An adversary may modify or customize software tools to achieve their purpose.
Software tools used to support attacks on AI systems are not necessarily AI-based themselves.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0016.001,Software Tools,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may develop their own capabilities to support operations. This process encompasses identifying requirements, building solutions, and deploying capabilities. Capabilities used to support attacks on AI-enabled systems are not necessarily AI-based themselves. Examples include setting up websites with adversarial information or creating Jupyter notebooks with obfuscated exfiltration code.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0017,Develop Capabilities,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may develop their own adversarial attacks.
They may leverage existing libraries as a starting point ({{ create_internal_link(obtain_advml) }}).
They may implement ideas described in public research papers or develop custom made attacks for the victim model.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0017.000,Adversarial AI Attacks,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may buy, lease, or rent infrastructure for use throughout their operation.
A wide variety of infrastructure exists for hosting and orchestrating adversary operations.
Infrastructure solutions include physical or cloud servers, domains, mobile devices, and third-party web services.
Free resources may also be used, but they are typically limited.
Infrastructure can also include physical components such as countermeasures that degrade or disrupt AI components or sensors, including print",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0008,Acquire Infrastructure,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Developing and staging AI attacks often requires expensive compute resources.
Adversaries may need access to one or many GPUs in order to develop an attack.
They may try to anonymously use free resources such as Google Colaboratory, or cloud resources such as AWS, Azure, or Google Cloud as an efficient way to stand up temporary resources to conduct operations.
Multiple workspaces may be used to avoid detection.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0008.000,AI Development Workspaces,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may acquire consumer hardware to conduct their attacks.
Owning the hardware provides the adversary with complete control of the environment. These devices can be hard to trace.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0008.001,Consumer Hardware,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may {{ create_internal_link(poison_data) }} and publish it to a public location.
The poisoned dataset may be a novel dataset or a poisoned variant of an existing open source dataset.
This data may be introduced to a victim system via {{ create_internal_link(supply_chain) }}.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0019,Publish Poisoned Datasets,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may gain initial access to a system by compromising the unique portions of the AI supply chain.
This could include {{ create_internal_link(supply_chain_gpu) }}, {{ create_internal_link(supply_chain_data) }} and its annotations, parts of the AI {{ create_internal_link(supply_chain_software) }} stack, or the {{ create_internal_link(supply_chain_model) }} itself.
In some instances the attacker will need secondary access to fully carry out an attack using compromised components of the su",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0010,AI Supply Chain Compromise,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may target AI systems by disrupting or manipulating the hardware supply chain. AI models often run on specialized hardware such as GPUs, TPUs, or embedded devices, but may also be optimized to operate on CPUs.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0010.000,Hardware,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may target software packages that are commonly used in AI-enabled systems or are part of the AI DevOps lifecycle. This can include deep learning frameworks used to build AI models (e.g. PyTorch, TensorFlow, Jax), generative AI integration frameworks (e.g. LangChain, LangFlow), inference engines, AI DevOps tools, and Model Context Protocol servers, which give AI agents access to tools and data resources. They may also target the dependency chains of any of these software packages [\[1",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0010.001,AI Software,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Data is a key vector of supply chain compromise for adversaries.
Every AI project will require some form of data.
Many rely on large open source datasets that are publicly available.
An adversary could rely on compromising these sources of data.
The malicious data could be a result of {{ create_internal_link(poison_data) }} or include traditional malware.

An adversary can also target private datasets in the labeling phase.
The creation of private datasets will often require the hiring of outsid",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0010.002,Data,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"AI-enabled systems often rely on open sourced models in various ways.
Most commonly, the victim organization may be using these models for fine tuning.
These models will be downloaded from an external source and then used as the base for the model as it is tuned on a smaller, private dataset.
Loading models often requires executing some saved code in the form of a saved model file.
These can be compromised with traditional malware, or through some adversarial AI techniques.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0010.003,Model,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may gain access to a model via legitimate access to the inference API.
Inference API access can be a source of information to the adversary ({{ create_internal_link(discover_model_ontology) }}, {{ create_internal_link(discover_model_family) }}), a means of staging the attack ({{ create_internal_link(verify_attack) }}, {{ create_internal_link(craft_adv) }}), or for introducing data to the target system for Impact ({{ create_internal_link(evade_model) }}, {{ create_internal_link(erode_",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0040,AI Model Inference API Access,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may use a product or service that uses artificial intelligence under the hood to gain access to the underlying AI model.
This type of indirect model access may reveal details of the AI model or its inferences in logs or metadata.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0047,AI-Enabled Product or Service,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"In addition to the attacks that take place purely in the digital domain, adversaries may also exploit the physical environment for their attacks.
If the model is interacting with data collected from the real world in some way, the adversary can influence the model through access to wherever the data is being collected.
By modifying the data in the collection process, the adversary can perform modified versions of attacks designed for digital access.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0041,Physical Environment Access,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may gain full ""white-box"" access to an AI model.
This means the adversary has complete knowledge of the model architecture, its parameters, and class ontology.
They may exfiltrate the model to {{ create_internal_link(craft_adv) }} and {{ create_internal_link(verify_attack) }} in an offline where it is hard to detect their behavior.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0044,Full AI Model Access,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may discover the ontology of an AI model's output space, for example, the types of objects a model can detect.
The adversary may discovery the ontology by repeated queries to the model, forcing it to enumerate its output space.
Or the ontology may be discovered in a configuration file or in documentation about the model.

The model ontology helps the adversary understand how the model is being used by the victim.
It is useful to the adversary in creating targeted attacks.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0013,Discover AI Model Ontology,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may discover the general family of model.
General information about the model may be revealed in documentation, or the adversary may use carefully constructed examples and analyze the model's responses to categorize it.

Knowledge of the model family can help the adversary identify means of attacking the model and help tailor the attack.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0014,Discover AI Model Family,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may attempt to poison datasets used by an AI model by modifying the underlying data or its labels.
This allows the adversary to embed vulnerabilities in AI models trained on the data that may not be easily detectable.
Data poisoning attacks may or may not require modifying the labels.
The embedded vulnerability is activated at a later time by data samples with an {{ create_internal_link(craft_adv_trigger) }}

Poisoned data can be introduced via {{ create_internal_link(supply_chain) }",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0020,Poison Training Data,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may create accounts with various services for use in targeting, to gain access to resources needed in {{ create_internal_link(ml_attack_staging) }}, or for victim impersonation.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0021,Establish Accounts,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may obtain models to serve as proxies for the target model in use at the victim organization.
Proxy models are used to simulate complete access to the target model in a fully offline manner.

Adversaries may train models from representative datasets, attempt to replicate models from victim inference APIs, or use available pre-trained models.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0005,Create Proxy AI Model,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Proxy models may be trained from AI artifacts (such as data, model architectures, and pre-trained models) that are representative of the target model gathered by the adversary.
This can be used to develop attacks that require higher levels of access than the adversary has available or as a means to validate pre-existing attacks without interacting with the target model.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0005.000,Train Proxy via Gathered AI Artifacts,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may replicate a private model.
By repeatedly querying the victim's {{ create_internal_link(inference_api) }}, the adversary can collect the target model's inferences into a dataset.
The inferences are used as labels for training a separate model offline that will mimic the behavior and performance of the target model.

A replicated model that closely mimic's the target model is a valuable resource in staging the attack.
The adversary can use the replicated model to {{ create_internal",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0005.001,Train Proxy via Replication,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may use an off-the-shelf pre-trained model as a proxy for the victim model to aid in staging the attack.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0005.002,Use Pre-Trained Model,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may search private sources to identify AI learning artifacts that exist on the system and gather information about them.
These artifacts can include the software stack used to train and deploy models, training and testing data management systems, container registries, software repositories, and model zoos.

This information can be used to identify targets for further collection, exfiltration, or disruption, and to tailor and improve attacks.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0007,Discover AI Artifacts,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"An adversary may rely upon specific actions by a user in order to gain execution.
Users may inadvertently execute unsafe code introduced via {{ create_internal_link(supply_chain) }}.
Users may be subjected to social engineering to get them to execute malicious code by, for example, opening a malicious document file or link.
",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0011,User Execution,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may develop unsafe AI artifacts that when executed have a deleterious effect.
The adversary can use this technique to establish persistent access to systems.
These models may be introduced via a {{ create_internal_link(supply_chain) }}.

Serialization of models is a popular technique for model storage, transfer, and loading.
However, this format without proper checking presents an opportunity for code execution.",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0011.000,Unsafe AI Artifacts,,technique,
2026-03-09T13:10:01.771767+00:00,mitre_atlas,,"Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access.
Credentials may take the form of usernames and passwords of individual user accounts or API keys that provide access to various AI resources and services.

Compromised credentials may provide access to additional AI artifacts and allow the adversary to perform {{ create_internal_link(discover_ml_artifacts) }}.
Compromised credentials may also grant an adversary increased privileges such as wri",generic,other,,HIGH,,,,minimal,0.0,0.0,unknown,False,False,24.0,AML.T0012,Valid Accounts,,technique,
